"","gender_person_1","gender_person_2","gender_person_3","gender_person_4","gender_person_5","gender_person_6","gender_person_7","gender_person_8","gender_person_9","gender_person_10","total_people_pictured","total_women","total_men","total_ambiguous","building_code","clean_img_name"
"1259",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1260",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1261",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1262",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1263",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1264",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1265",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1266",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1267",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1268",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1269",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1270",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1271",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1272",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1273",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1274",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1275",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1276",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1277",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1278",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1279",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1280",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1281",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1282",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1283",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1284",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1285",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1286",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1287",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1288",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1289",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1291",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1292",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1293",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1294",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1295",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1296",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1297",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1298",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1299",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1300",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1301",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1302",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1303",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1304",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1305",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1306",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1307",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1308",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2794"
"1309",2,1,2,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,7,"IMG_2796"
"1310",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2796"
"1311",1,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,7,"IMG_2796"
"1312",2,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,7,"IMG_2796"
"1313",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2797"
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",4,12,NA,7,"IMG_2798"
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",5,6,NA,7,"IMG_2798"
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",2,30,4,7,"IMG_2799"
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",20,0,NA,7,"IMG_2801"
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",6,6,NA,7,"IMG_2801"
"1319",2,2,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,7,"IMG_2802"
"1320",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1321",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1322",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1323",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1324",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1325",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1326",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2802"
"1327",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2803"
"1328",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2805"
"1329",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2806"
"1330",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2807"
"1331",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2808"
"1332",1,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,7,"IMG_2808"
"1333",1,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,7,"IMG_2808"
"1334",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2809"
"1335",1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2814"
"1336",2,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,7,"IMG_2814"
"1337",2,1,1,1,2,2,1,NA,NA,NA,"7",NA,NA,NA,7,"IMG_2814"
"1338",2,2,1,2,0,2,1,NA,NA,NA,"7",NA,NA,NA,7,"IMG_2814"
"1339",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2815"
"1340",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2816"
"1341",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2821"
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",10,11,NA,7,"IMG_2823"
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"~173",7,55,10,7,"IMG_2825"
"1344",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2826"
"1345",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2827"
"1346",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2829"
"1347",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2829"
"1348",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2831"
"1349",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1350",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1351",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1352",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1353",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1354",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1355",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1356",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1357",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1358",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1359",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1360",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1361",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1362",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1363",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1364",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1365",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1366",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1367",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1368",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1369",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1370",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1371",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1372",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1373",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1374",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1375",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1376",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1377",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1378",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1379",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1380",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1381",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1382",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1383",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1384",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1385",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1386",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1387",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1388",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2843"
"1389",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1390",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1391",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1392",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1393",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1394",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1395",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1396",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1397",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1398",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1399",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1400",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1401",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1402",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1403",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1404",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1405",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1406",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1407",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1408",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1409",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1410",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1412",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1413",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1415",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1416",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1417",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1418",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1419",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1420",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1421",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2844"
"1422",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2845"
"1423",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2845"
"1424",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2845"
"1425",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2845"
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,12,NA,7,"IMG_2847"
"1427",2,2,1,1,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,7,"IMG_2848"
"1428",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2850"
"1429",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2850"
"1430",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2850"
"1431",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2851"
"1432",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2852"
"1433",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2852"
"1434",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2852"
"1435",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2853"
"1436",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1437",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1438",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1439",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1440",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1441",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1442",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1443",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1444",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1445",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1446",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1447",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1448",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1449",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1450",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1451",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1452",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1453",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2855"
"1454",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2860"
"1455",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2862"
"1456",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2864"
"1457",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2865"
"1458",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2867"
"1459",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2868"
"1460",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2869"
"1461",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2870"
"1462",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2873"
"1463",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2878"
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",24,2,2,7,"IMG_2880"
"1465",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2884"
"1466",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2886"
"1467",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2886"
"1468",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2886"
"1469",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2886"
"1470",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2887"
"1471",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2888"
"1472",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6441"
"1473",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6483"
"1474",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6486"
"1475",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6488"
"1476",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6488"
"1477",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6488"
"1478",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6488"
"1479",2,1,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,18,"IMG_6489"
"1480",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6498"
"1481",2,1,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,18,"IMG_6500"
"1482",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6501"
"1483",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6502"
"1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,7,5,18,"IMG_6503"
"1485",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6505"
"1486",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6507"
"1487",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6508"
"1488",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6508"
"1489",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6508"
"1490",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,18,"IMG_6510"
"1491",1,2,1,1,1,1,1,NA,NA,NA,"7",NA,NA,NA,18,"IMG_6512"
"1492",2,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,18,"IMG_6515"
"1493",1,2,1,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,18,"IMG_6516"
"1494",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6517"
"1495",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6519"
"1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",10,5,NA,18,"IMG_6520"
"1497",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,18,"IMG_6521"
"1498",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6522"
"1499",1,1,1,2,2,1,NA,NA,NA,NA,"6",NA,NA,NA,18,"IMG_6523"
"1500",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,18,"IMG_6524"
"1501",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6525"
"1502",1,2,1,1,2,1,2,1,0,NA,"9",NA,NA,NA,18,"IMG_6527"
"1503",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,18,"IMG_6528"
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",10,3,NA,18,"IMG_6529"
"1505",1,1,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,18,"IMG_6530"
"1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",8,3,NA,18,"IMG_6531"
"1507",1,1,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,18,"IMG_6532"
